"","county","age","tp10","tp11","tp12","tp13","Cindy2010","Cindy2011","Cindy2012","Cindy2013","diff10","diff11","diff12","diff13"
"29",1,34,7110.01602397963,7123.83381345342,7337.45445542752,7578.71113357764,6388.120807,7049.488857,7279.173746,7369.925045,721.895216979627,74.3449564534185,58.2807094275158,208.786088577638
"30",1,35,7096.01599242749,7218.15403783931,7415.00313431803,7636.55902415369,6618.275517,7149.426207,7103.239756,7346.791824,477.740475427487,68.7278308393097,311.763378318029,289.767200153688
"31",1,36,6813.01535462352,7202.64914867702,7394.93817292125,7611.18536552583,6678.173365,7129.764336,7196.350243,7164.082303,134.841989623515,72.8848126770226,198.587929921246,447.103062525832
"32",1,37,6739.01518784792,6890.69086890141,7047.89954260396,7223.53115612886,6417.34341,6848.965819,7177.785512,7257.693925,321.67177784792,41.725049901409,-129.885969396037,-34.1627688711433
"33",1,38,6732.01517207185,6803.75501450163,6937.57772355952,7085.99273165167,6604.542741,6779.209978,6901.333312,7242.374858,127.47243107185,24.5450365016341,36.2444115595208,-156.382126348332
"34",1,39,6909.01557098105,6753.63005945082,6852.62484998893,6960.41489641324,6707.559154,6772.709979,6831.544849,6965.720217,201.456416981046,-19.0799195491754,21.0800009889272,-5.30532058675635
"35",1,4,7647.01723422956,7728.2038379984,7794.96681737526,7863.97375566305,8029.29848,7750.617025,7646.990909,7506.441736,-382.281245770435,-22.4131870015981,147.97590837526,357.532019663053
"36",1,40,7005.01578733858,6956.77696340891,7080.19667104432,7216.28190591313,7134.543001,6942.798928,6817.416122,6887.588956,-129.527213661423,13.9780354089062,262.780549044322,328.692949913129
"37",1,41,6523.01470104347,7058.94900604782,7189.62361084244,7334.06471500388,7035.196271,7026.819979,6974.392449,6860.29593,-512.181569956525,32.1290270478239,215.231161842444,473.768785003882
"38",1,42,6142.01384237452,6552.05135077489,6655.33222207581,6768.36316453654,6434.376025,6543.937525,7055.623744,7013.920731,-292.362182625476,8.11382577489439,-400.291521924193,-245.557566463459
"39",1,43,5852.01318879448,6151.10207817553,6235.25644588184,6326.4112344614,6208.517733,6161.679855,6571.435252,7091.633156,-356.504544205516,-10.5777768244734,-336.178806118155,-765.221921538601
"40",1,44,5830.01313921255,5871.95003551952,5955.33181440431,6045.9085042911,6094.472509,5863.56034,6180.432457,6598.134417,-264.459369787452,8.38969551952323,-225.100642595693,-552.225912708896
"41",1,45,6089.01372292714,5837.71308721459,5901.49060320877,5969.20693442041,5970.952343,5834.633442,5874.769505,6198.641577,118.061379927138,3.0796452145878,26.7210982087672,-229.434642579591
"42",1,46,6056.01364855424,6092.33865378563,6161.14350878112,6234.43649989938,6372.909678,6090.988967,5843.183825,5890.363465,-316.896029445764,1.34968678563291,317.95968378112,344.073034899376
"43",1,47,6105.01375898673,6061.45992712291,6135.3011736443,6214.51315869433,6278.825514,6057.894367,6097.867263,5857.875635,-173.811755013274,3.56556012291185,37.4339106442958,356.637523694327
"44",1,48,6102.01375222555,6097.74475424708,6153.11289941851,6210.7039116482,6292.551396,6106.789578,6064.74108,6111.309597,-190.537643774447,-9.04482375291991,88.3718194185058,99.3943146482006
"45",1,49,5955.01342092808,6100.87470350783,6164.05922872394,6230.77707810596,6389.810833,6105.203718,6114.516503,6079.069862,-434.797412071915,-4.32901449217297,49.5427257239417,151.707216105961
"46",1,5,7496.0168939172,7657.90925402609,7726.37495942005,7797.45257015932,7856.052237,7684.58991,7797.153715,7704.451272,-360.035343082802,-26.6806559739089,-70.7787555799523,93.001298159319
"47",1,50,6076.01369362872,5939.5304127567,5997.39209306018,6058.07970198903,6117.630166,5955.177321,6108.876054,6124.220158,-41.6164723712782,-15.6469082433023,-111.483960939822,-66.140456010974
"48",1,51,5815.01310540669,6091.42099365928,6180.67212151498,6277.84989055889,6278.144504,6072.949315,5956.570517,6115.414843,-463.131398593315,18.4716786592753,224.101604514976,162.435047558894
"49",1,52,5662.01276058687,5813.29122991467,5877.64205320585,5946.05645496103,5737.39447,5813.059359,6073.544811,5963.529745,-75.38170941313,0.231870914666615,-195.902757794152,-17.4732900389654
"50",1,53,5505.01240675216,5667.98498361515,5744.97187503652,5828.31557539252,5772.148765,5659.489422,5813.496563,6078.27394,-267.136358247842,8.49556161514647,-68.5246879634788,-249.958364607481
"51",1,54,5251.01183430619,5511.60122933819,5595.96525784879,5688.10806356521,5443.742253,5497.321237,5654.244353,5812.652531,-192.730418693809,14.2799923381917,-58.2790951512079,-124.54446743479
"52",1,55,5126.01155259066,5242.00028936901,5306.00826800791,5374.68603314697,5096.228381,5236.698782,5484.01825,5644.592227,29.7831715906568,5.30150736901123,-178.00998199209,-269.906193853031
"53",1,56,4872.01098014469,5118.08340958296,5190.27753905068,5268.66170821122,5112.522375,5106.871439,5219.138379,5468.817378,-240.511394855311,11.2119705829546,-28.8608399493178,-200.155669788783
"54",1,57,4719.01063532487,4880.24997922457,4953.62240497744,5033.65933169002,4774.30598,4852.161491,5087.299605,5202.823941,-55.2953446751253,28.0884882245718,-133.677200022563,-169.164609309975
"55",1,58,4448.01002456559,4708.42407406146,4774.51994484821,4846.2566420044,4565.780363,4696.694284,4830.926516,5067.928815,-117.770338434405,11.7297900614603,-56.4065711517915,-221.672172995603
"56",1,59,4293.00967523833,4434.75174531079,4499.44969909192,4569.87147135358,4384.677022,4425.04719,4673.270105,4810.053128,-91.6673467616683,9.70455531078915,-173.820405908076,-240.181656646424
"57",1,6,7474.01684433526,7497.3170075332,7576.68198282565,7660.67786497687,7767.188259,7544.223594,7743.370786,7867.865218,-293.171414664736,-46.9065864668028,-166.688803174347,-207.187353023131
"58",1,60,4174.00940704514,4265.71576207078,4307.62776503551,4351.62922173414,4131.392758,4262.425465,4394.384262,4643.222344,42.6166490451424,3.29029707078007,-86.7564969644927,-291.593122265857
"59",1,61,4011.00903968808,4146.23066983126,4200.7225086386,4259.55757334081,4186.794561,4139.031519,4227.546925,4360.788794,-175.785521311915,7.19915083125579,-26.8244163614017,-101.231220659185
"60",1,62,4004.00902391201,3980.08075261685,4019.29125047548,4060.46893501034,3871.451762,3977.206771,4104.345724,4194.456314,132.557261912015,2.87398161685405,-85.0544735245176,-133.987378989663
"61",1,63,3844.00866331613,3982.21304639583,4033.05147396613,4087.80950445244,3991.091651,3965.901984,3940.271382,4068.092063,-147.08298768387,16.3110623958278,92.7800919661322,19.7174414524429
"62",1,64,3021.00680850105,3828.3819007833,3889.86061411584,3957.22653483682,3735.515384,3804.914579,3926.194556,3903.327887,-714.508575498952,23.4673217832983,-36.3339418841624,53.8986478368165
"63",1,65,2798.00630592053,2988.81768085244,3021.12090387044,3055.3819188636,2848.305902,2989.176755,3763.364565,3885.311146,-50.299596079466,-0.359074147563206,-742.243661129558,-829.929227136395
"64",1,66,2640.0059498321,2772.28603800992,2792.30358857229,2812.46506953944,2750.202782,2768.91328,2957.733077,3723.213853,-110.196832167902,3.37275800992347,-165.429488427714,-910.74878346056
"65",1,67,2614.00589123527,2606.87599760948,2625.27531222449,2643.73870706988,2693.401994,2611.419901,2739.162606,2926.748899,-79.3961027647333,-4.54390339051952,-113.887293775514,-283.010191930118
"66",1,68,2374.00535034144,2560.67687971797,2588.69046219752,2618.43816490989,2682.358884,2584.886752,2582.930046,2710.587122,-308.353533658561,-24.2098722820328,5.76041619751595,-92.1489570901108
"67",1,69,2138.00481846251,2325.54101313442,2342.92061241934,2360.51977162364,2389.988588,2343.495281,2551.332435,2551.0812,-251.983769537491,-17.9542678655771,-208.411822580663,-190.561428376364
"68",1,7,7447.01678348471,7471.19800120154,7551.51017456228,7636.64284886071,7773.612322,7531.453081,7613.268493,7824.872836,-326.595538515292,-60.2550797984622,-61.7583184377181,-188.229987139287
"69",1,70,1982.00446688152,2085.05594917157,2098.95237897911,2112.76222299534,2243.726191,2106.2556054,2308.06164,2513.16885,-261.721724118478,-21.1996562284307,-209.109261020893,-400.406627004665
"70",1,71,1866.00420544951,1925.47872369376,1936.31125128604,1946.72751889347,2078.7276415,1952.5700661,2075.1463574,2274.185687,-212.723436050495,-27.0913424062378,-138.835106113959,-327.458168106534
"71",1,72,1810.00407924095,1813.80847620419,1819.23300189138,1823.46183354838,1967.1060642,1839.2741024,1925.0473302,2046.7813989,-157.101984959054,-25.4656261958103,-105.814328308623,-223.319565351618
"72",1,73,1711.00385612224,1759.41766608627,1777.97354625184,1797.60458579132,1952.3702468,1780.665648,1809.5506842,1895.2602318,-241.366390677758,-21.24798191373,-31.5771379481578,-97.6556460086761
"73",1,74,1635.0036848392,1656.53687610239,1668.20355372987,1679.90672295369,1754.7297327,1675.1477753,1743.5942882,1772.678422,-119.726047860803,-18.6108991976062,-75.3907344701308,-92.7716990463143
"74",1,75,1535.00345946677,1568.75878913285,1572.49528751392,1575.03705060108,1695.1612777,1596.611509,1635.8078262,1703.4848794,-160.157818233231,-27.8527198671466,-63.3125386860836,-128.447828798924
"75",1,76,1436.00323634807,1468.19381374428,1483.26228331071,1499.15801263185,1523.1041359,1496.1344254,1559.6291114,1598.5597064,-87.1008995519348,-27.9406116557175,-76.3668280892871,-99.4016937681515
"76",1,77,1384.0031191544,1389.26111459098,1405.16352508086,1422.1251187267,1460.9445639,1396.5823744,1458.8387211,1521.3672403,-76.9414447455974,-7.32125980902288,-53.6751960191425,-99.2421215733004
"77",1,78,1347.0030357666,1315.80018457904,1322.99895745865,1329.87901563816,1467.9771723,1346.1480239,1358.6600599,1420.2533473,-120.974136533395,-30.3478393209602,-35.6611024413476,-90.3743316618438
"78",1,79,1192.00268643934,1297.2116879906,1309.89743825167,1323.20854756028,1340.7018103,1303.5438354,1303.0375079,1315.9573173,-148.699123860659,-6.33214740940116,6.85993035166712,7.25123026027927
"79",1,8,7273.01639133668,7292.44481760232,7365.52698566253,7442.42185561054,7817.172756,7505.949593,7601.590051,7695.728119,-544.156364663316,-213.504775397679,-236.063065337474,-253.306263389464
"80",1,80,1126.00253769354,1120.12043437473,1126.42899372612,1132.49655751995,1302.5709127,1147.9181117,1255.128776,1255.4626303,-176.568375006461,-27.797677325266,-128.699782273883,-122.966072780054
"81",1,81,1040.00234387325,1061.66522450415,1073.36592340139,1085.80008192222,1167.3036722,1084.3496679,1105.8043664,1209.3258045,-127.301328326749,-22.6844433958481,-32.4384429986135,-123.525722577779
"82",1,82,1007.00226950035,979.751276289128,994.833450032207,1011.31276386501,1112.9594272,997.012352,1039.3365963,1060.6664729,-105.957157699651,-17.2610757108716,-44.503146267793,-49.3537090349918
"83",1,83,855.001926934259,948.391024787587,958.991934650375,970.273033041286,983.5337878,959.0426373,951.3966594,992.0168948,-128.531860865741,-10.651612512413,7.59527525037538,-21.7438617587139
"84",1,84,774.001744382592,786.499012383579,792.348620497452,798.267746212034,926.4450378,810.8189429,911.4243891,904.5668851,-152.443293417408,-24.3199305164205,-119.075768602549,-106.299138887966
"85",1,85,713.001606905411,692.89289491633,699.89447262772,707.268009195057,842.0340845,730.7099983,766.1273783,863.0987658,-129.032477594589,-37.8171033836704,-66.2329056722801,-155.830756604943
"86",1,86,592.001334204773,644.797960437671,652.631634356856,661.033046527623,754.7462799,670.3142213,687.4452213,723.0994232,-162.744945695227,-25.5162608623289,-34.8135869431436,-62.0663766723768
"87",1,87,538.001212503662,527.477819787881,537.941636276076,549.55169952451,653.8113025,554.5159988,628.0327653,644.7347097,-115.810089996338,-27.0381790121188,-90.0911290239239,-95.1830101754902
"88",1,88,469.001056996687,461.875976606791,464.780790887646,467.637258453533,599.8212804,500.561103,517.2083772,585.9177239,-130.820223403313,-38.6851263932089,-52.4275863123538,-118.280465446467
"89",1,89,370.000833877983,417.277342828977,421.668595428878,426.313226322633,514.2801206,432.506696,462.3782837,478.0661012,-144.279286722017,-15.229353171023,-40.7096882711219,-51.7528748773667
"90",1,9,7254.01634851592,7301.90573197761,7387.08233919704,7478.09397842166,7457.410097,7322.109573,7565.312752,7672.626829,-203.393748484077,-20.2038410223868,-178.230412802958,-194.532850578345
"91",1,90,1256.00283067769,1549.46570648481,1616.28794422997,1692.54387497573,1533.1923449,1319.9092263,1427.8998322,1540.2732936,-277.189514222305,229.556480184813,188.388112029973,152.270581375731
"92",101,0,2026.39385445082,1870.29390274539,1873.3341359883,1875.28924742059,2082.790554,1873.2873355,1886.6370806,1860.069957,-56.3966995491801,-2.99343275460751,-13.3029446116968,15.2192904205888
"93",101,1,2082.40474085222,2014.39279353571,2020.21453012163,2023.43992169855,2038.8414195,2023.4558331,1871.564006,1884.18255,43.5633213522246,-9.06303956429042,148.65052412163,139.257371698551
"94",101,10,2229.43331765591,2243.46215280736,2255.92670640205,2262.14772471629,2074.440698,2241.411996,2212.781787,2193.727118,154.992619655912,2.05015680735596,43.1449194020524,68.4206067162941
"95",101,11,2178.42340325463,2187.90693945156,2199.93031920705,2205.93903996228,2046.7041128,2235.515453,2245.749545,2212.421364,131.719290454633,-47.6085135484382,-45.8192257929486,-6.4823240377209
"96",101,12,2151.41815445396,2185.84898160087,2197.39181922163,2203.18863756833,2050.860281,2185.127149,2240.578113,2246.316557,100.557873453955,0.721832600871039,-43.1862937783744,-43.1279194316699
"97",101,13,2077.4037688521,2083.83160661873,2094.11781177381,2099.32852712521,2023.9142312,2157.700613,2189.881418,2241.026627,53.4895376520994,-73.8690063812733,-95.763606226189,-141.698099874785
"98",101,14,2187.42515285486,2194.06552482779,2204.83882707288,2210.30011577801,2133.997951,2082.380233,2161.152372,2189.115835,53.4272018548581,111.685291827787,43.6864550728756,21.1842807780131
"99",101,15,2186.42495845483,2192.52607727201,2203.0526531395,2208.40498433176,2155.086579,2193.87807,2087.47288,2162.094044,31.3383794548336,-1.351992727994,115.579773139499,46.3109403317603
"100",101,16,2232.43390085599,2190.1368556719,2199.58604182719,2204.46401760026,2247.02604,2193.976806,2199.918998,2089.268571,-14.5921391440124,-3.83995032809844,-0.332956172808736,115.195446600264
"101",101,17,2278.44284325714,2238.18565050614,2249.61323608146,2255.37671101892,2226.724636,2242.856258,2202.59515,2203.707497,51.7182072571413,-4.67060749385791,47.0180860814635,51.6692140189189
"102",101,18,2385.46364405983,2286.13726073966,2298.15701659909,2304.19664371357,2248.334419,2215.085484,2179.09747,2135.392518,137.129225059825,71.05177673966,119.059546599089,168.804125713571
"103",101,19,2487.48347286238,2397.05047180955,2411.65351667909,2418.86531974757,2561.418325,2683.880491,2520.29885,2480.135939,-73.934852137616,-286.830019190452,-108.645333320911,-61.2706192524302
"104",101,2,2135.41504405355,2075.20842975476,2079.36877915784,2081.88403130372,2174.978403,2083.948255,2025.6988293,1873.0901904,-39.563358946446,-8.73982524523535,53.6699498578387,208.793840903718
"105",101,20,2307.44848085787,2492.64438875398,2504.26508276868,2510.19762520438,2408.915944,2383.782613,2567.23958,2407.029585,-101.467463142131,108.861775753981,-62.9744972313215,103.168040204383
"106",101,21,2022.39307685072,2304.65859333747,2312.50120048956,2316.71089619958,2287.344477,2318.984027,2393.810746,2572.80782,-264.95140014928,-14.3254336625314,-81.3095455104417,-256.096923800419
"107",101,22,1990.38685604992,2006.54260491368,2009.27186506649,2011.13536628255,2409.580708,2017.8110478,2313.03209,2384.177734,-419.193851950083,-11.2684428863158,-303.760224933513,-373.042367717446
"108",101,23,1937.37655284859,1977.39230215246,1979.95317766546,1981.73302137911,2361.333528,1983.2407618,2009.6038594,2301.276129,-423.956975151413,-5.84845964753731,-29.6506817345419,-319.543107620888
"109",101,24,1985.38588404979,1923.16388924014,1925.43442672569,1927.06871149225,2256.602418,1790.8356873,1835.4409872,1858.1538336,-271.216533950208,132.328201940142,89.9934395256928,68.9148778922538
"110",101,25,1921.37344244819,1964.3555558895,1962.8275463739,1962.80581393877,2225.232721,1886.1862531,1690.6755438,1731.9198767,-303.859278551814,78.1693027895017,272.152002573897,230.885937238771
"111",101,26,1888.36702724736,1903.04740718616,1902.06375585098,1902.26101156121,2162.177721,1922.4814397,1886.4809863,1688.0290263,-273.810693752642,-19.4340325138382,15.582769550982,214.231985261205
"112",101,27,1922.37363684821,1864.45708986431,1861.28553852565,1860.50833873169,2200.8108471,1839.9441732,1873.5518006,1835.2484198,-278.437210251789,24.5129166643055,-12.2662620743467,25.2599189316929
"113",101,28,1888.36702724736,1900.08688970479,1898.21569821481,1898.02185756818,2195.247088,1925.3674772,1842.7289164,1874.121288,-306.880060752642,-25.280587495208,55.4867818148095,23.9005695681822
"114",101,29,2004.38957765027,1879.17360525883,1883.08575149483,1885.42704873606,1675.1408239,1781.3919603,1817.7382863,1732.5848373,329.248753750268,97.7816449588286,65.3474651948311,152.842211436058
"115",101,3,2182.42418085473,2131.93764655355,2137.96350865508,2141.31751267883,2172.569708,2137.789561,2086.882971,2027.6181551,9.8544728547331,-5.85191444645261,51.0805376550816,113.699357578828
"116",101,30,2036.39579845107,1999.28188232363,2006.34397147853,2010.10955866997,1671.4663979,2009.1981452,1785.2254154,1818.0610499,364.929400551071,-9.91626287636996,221.118556078526,192.048508769967
"117",101,31,1962.38141284921,2033.09801637818,2040.19514707581,2043.987324699,1598.9443223,2042.671296,2013.9364477,1785.820714,363.437090549215,-9.5732796218158,26.2586993758111,258.166610699004
"118",101,32,1866.36275044681,1961.53237967009,1969.02306530528,1972.96455208359,1491.6856383,1968.1609153,2046.539691,2013.250512,374.677112146807,-6.62853562990495,-77.5166256947227,-40.2859599164078
"119",101,33,1808.35147524535,1863.90486814085,1870.32860227109,1873.76881239623,1494.9383814,1873.2750014,1973.0575615,2046.676148,313.413093845352,-9.37013325914518,-102.728959228912,-172.907335603772
"120",101,34,1779.34583764462,1802.74038970247,1808.87833169499,1812.17268623313,1618.7526124,1813.440919,1876.5415693,1971.8589895,160.593225244624,-10.7005292975302,-67.6632376050065,-159.686303266869
"121",101,35,1844.35847364625,1778.24102901822,1784.96546580132,1788.50950765378,1772.7436406,1783.2982611,1815.6347742,1874.3293037,71.6148330462549,-5.05723208177596,-30.6693083986752,-85.8197960462246
"122",101,36,1758.3417552441,1847.07719045104,1855.75699596519,1860.18329132316,1616.136609,1848.073584,1785.4090855,1813.4570868,142.205146244097,-0.996393548959077,70.3479104651904,46.7262045231578
"123",101,37,1747.33961684382,1757.01794514978,1765.35880461593,1769.60632091358,1670.1262205,1761.320526,1849.1295692,1782.1426433,77.2133963438216,-4.30258085022479,-83.7707645840687,-12.5363223864229
"124",101,38,1903.36994324773,1749.46316741234,1757.97704052235,1762.29810521689,1812.8446018,1752.8052718,1765.0672404,1848.569677,90.5253414477349,-3.34210438766286,-7.09019987765123,-86.2715717831104
"125",101,39,2040.39657605117,1903.67652169083,1915.05820626298,1920.69083404302,1949.2377469,1907.9072352,1756.1226869,1764.4104578,91.1588291511714,-4.23071350916598,158.935519362983,156.280376243016
"126",101,4,2114.41096165303,2182.42610144669,2190.18809232393,2194.32191298676,2045.911381,2184.033044,2139.638562,2087.180284,68.4995806530278,-1.60694255330509,50.5495303239331,107.141628986756
"127",101,40,2030.39463205092,2038.05002583402,2046.48526686243,2050.86724713365,2075.8308835,2043.194949,1909.2913326,1753.4542558,-45.4362514490792,-5.14492316598239,137.193934262425,297.412991333654
"128",101,41,1959.38082964914,2029.50197114683,2039.45219322241,2044.49725292674,1947.0160038,2034.138145,2045.282899,1907.2166295,12.3648258491396,-4.63617385316684,-5.83070577759008,137.280623426743
"129",101,42,1819.35361364563,1958.16812107441,1966.82654611483,1971.28019785424,1856.2613951,1961.0082596,2034.0352099,2040.837001,-36.9077814543721,-2.84013852559383,-67.2086637851689,-69.5568031457628
"130",101,43,1844.35847364625,1818.5567843073,1827.35224921313,1831.8199465751,1853.8140187,1822.0976701,1962.0589674,2031.056884,-9.45554505374503,-3.54088579270319,-134.706718186868,-199.236937424898
"131",101,44,1915.37227604804,1841.90126144506,1849.1419828972,1852.93401867937,1982.902877,1844.2288299,1820.7144786,1956.7629226,-67.5306009519643,-2.32756845494282,28.4275042971979,-103.82890392063
"132",101,45,2037.3959928511,1911.52387592061,1918.38979740247,1922.04012490219,2135.411002,1917.2748983,1844.9441279,1817.7119808,-98.0150091489038,-5.75102237938677,73.4456695024701,104.328144102185
"133",101,46,2090.40629605243,2030.14355851503,2038.14575483532,2042.33477515351,2153.975831,2036.5126663,1915.4637305,1839.6190516,-63.5695349475741,-6.36910778496895,122.682024335318,202.715723553513
"134",101,47,2206.42884645534,2089.99540573654,2100.37628940412,2105.63065982295,2167.274245,2090.242754,2035.2683495,1910.7070228,39.1546014553351,-0.24734826346139,65.1079399041246,194.923637022955
"135",101,48,2235.43448405606,2200.15054443961,2209.64059560943,2214.53984653723,2246.613513,2206.805697,2089.768211,2031.1457622,-11.1790289439377,-6.65515256039043,119.872384609426,183.394084337234
"136",101,49,2262.43973285674,2231.02606476445,2241.90993425618,2247.43205091552,2203.955071,2235.072367,2205.420073,2085.005151,58.4846618567394,-4.04630223554568,36.4898612561801,162.42689991552
"137",101,5,2096.40746245258,2096.77610775451,2104.39757639193,2108.44129365591,2026.090268,2116.481659,2185.871572,2139.248074,70.3171944525761,-19.7055512454949,-81.4739956080698,-30.8067803440877
"138",101,50,2254.43817765654,2255.27629583407,2265.46132863952,2270.68429585731,2236.618487,2259.607482,2231.15688,2197.748809,17.819690656539,-4.33118616592628,34.3044486395229,72.9354868573141
"139",101,51,2278.44284325714,2247.21270252831,2256.8938366196,2261.89264813286,2284.605329,2252.261949,2256.188793,2223.923559,-6.16248574285873,-5.049246471689,0.705043619604567,37.9690891328587
"140",101,52,2282.44362085724,2262.84467258809,2272.86282405678,2278.0149428228,2266.079261,2277.966149,2250.690582,2250.720975,16.3643598572417,-15.1214764119059,22.1722420567789,27.2939678227999
"141",101,53,2286.44439845734,2278.94673651838,2289.96135665529,2295.55679897995,2255.622594,2282.092529,2276.582247,2245.587312,30.8218044573414,-3.14579248161681,13.3791096552891,49.9694869799532
"142",101,54,2303.44770325777,2285.93756208259,2298.31473463779,2304.51139762838,2230.598379,2282.863343,2277.5064,2268.468456,72.8493242577683,3.07421908259448,20.8083346377848,36.0429416283773
"143",101,55,2262.43973285674,2291.16756335875,2302.32339329029,2307.98494738547,2213.961275,2299.914663,2278.501551,2269.577401,48.4784578567401,-8.74709964124713,23.8218422902851,38.4075463854679
"144",101,56,2291.44537045747,2251.55073420354,2263.18804962933,2269.04813279427,2244.277797,2257.450886,2293.942406,2269.305302,47.1675734574678,-5.9001517964598,-30.7543563706658,-0.25716920573177
